dataset,model,run_id,stage_name,wall_clock_seconds,share_of_profiled_time,rss_start_mb,rss_end_mb,rss_delta_mb,status
ml1m,cb_svdpp,2026-05-06T173232Z_ml1m_cb_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,write_config_snapshot,0.06112349999966682,7.305274219875609e-05,134.78515625,134.97265625,0.1875,completed
ml1m,cb_svdpp,2026-05-06T173232Z_ml1m_cb_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,write_metrics_json,0.03319389999978739,3.967222785457273e-05,251.7890625,251.8828125,0.09375,completed
ml1m,cb_svdpp,2026-05-06T173232Z_ml1m_cb_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,write_performance_profile,0.027064400000199385,3.234645653454657e-05,253.45703125,253.49609375,0.0390625,completed
ml1m,cb_svdpp,2026-05-06T173232Z_ml1m_cb_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,write_run_manifest,0.32595340000079887,0.0003895684916471763,134.9765625,134.98046875,0.00390625,completed
ml1m,cb_svdpp,2026-05-06T173232Z_ml1m_cb_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,write_run_manifest,0.012516700000560377,1.4959536975551001e-05,251.8828125,251.94140625,0.05859375,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,build_fit_artifacts,0.8357295999999224,0.0018412230520226554,186.98828125,188.69140625,1.703125,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,build_model_config,5.9199999896009103e-05,1.3042544441202142e-07,186.9609375,186.9609375,0.0,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,build_rating_metrics,0.2261423999998442,0.0004982216735167451,233.94140625,239.34375,5.40234375,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,build_training_indices,0.8356733000000531,0.0018410990156625838,186.98828125,188.69140625,1.703125,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,build_user_history_index,0.8356352000000697,0.0018410150763139579,186.98828125,188.69140625,1.703125,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,fit_model,447.6386859999998,0.9862073422317545,188.69140625,215.86328125,27.171875,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,initialize_model,3.999999989900971e-05,8.812530021069902e-08,188.69140625,188.69140625,0.0,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,load_ratings_data,0.7062859999998636,0.0015560416485436712,134.87890625,174.13671875,39.2578125,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,load_test_ratings,2.40000001667795e-05,5.287518062735375e-08,186.95703125,186.95703125,0.0,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,load_train_ratings,2.8100000008635106e-05,6.190802357334308e-08,186.95703125,186.95703125,0.0,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,load_validation_ratings,2.4599999960628338e-05,5.419705967967333e-08,186.95703125,186.95703125,0.0,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,predict_test,0.06923189999997703,0.00015252704967647052,233.01953125,233.94140625,0.921875,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,predict_train,0.7920373000001746,0.00174496312542028,215.86328125,231.32421875,15.4609375,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,predict_validation,0.06498470000042289,0.00014316990527745625,231.32421875,233.01953125,1.6953125,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,resolve_dataset_manifest,0.006303899999920759,1.3888327034845715e-05,133.9609375,133.96875,0.0078125,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,resolve_experiment_config,0.02459220000014284,5.417987533314454e-05,133.87890625,133.9609375,0.08203125,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,resolve_model_profile,0.007599499999969339,1.6742705515983898e-05,133.96875,133.984375,0.015625,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,resolve_model_requirements,0.00010250000013911631,2.2582108266655132e-07,134.640625,134.640625,0.0,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,resolve_split_cache,1.4116609000000153,0.00311007602305736,174.13671875,186.95703125,12.8203125,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,resolve_split_cache_policy,4.069999999956053e-05,8.966749318980671e-08,134.0859375,134.0859375,0.0,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,validate_model_config,0.000911199999791279,2.0074943434083196e-06,133.984375,134.08203125,0.09765625,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,write_config_snapshot,0.059050300000080824,0.00013009563570443397,134.64453125,134.81640625,0.171875,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,write_metrics_json,0.02893420000009428,6.374587669506077e-05,239.484375,239.59375,0.109375,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,write_performance_profile,0.03231630000027508,7.119709116033673e-05,241.75390625,241.77734375,0.0234375,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,write_run_manifest,0.3115755999999692,0.0006864423339412492,134.81640625,134.87890625,0.0625,completed
ml1m,svdpp,2026-05-06T164847Z_ml1m_svdpp_local_i5_2500k_24gb_benchmark_random_v1_tr080_va010_s001_s001,write_run_manifest,0.011492200000247976,2.531883944150513e-05,239.59375,239.6015625,0.0078125,completed
